texts,Classes,Key_words,label
48 мне пришло подтверждение,Предложение услуги,"18,""В услугу по оформлению субсидии на оплату ЖКУ добавить цель обращения - """"Информирование об изменениях в персональных данных"""". При этом сделать возможным укороченный алгоритм заполнения (без обязательного внесения данных о доходах и т.п., если субсидия уже назначена и выплачивается). Например, у гражданина, уже получающего субсидию, поменялся паспорт или счет в банке. Как предоставить эти сведения через портал (без посещения МФЦ). В настоящее время, такой возможности нет, поскольку этапы оформления субсидии или внесение изменений предполагают заполнение всех полей, в том числе и о доходах, с приложением копий справок о доходах и т. п.""",8
"Нотариально заверенные переводы документов, выполненных на иностранном языке"""", но инспектор открыл для изменения только перезагрузку элемента, но не секцию дозагрузки элемента, поэтому пришлось дозагрузить документ, как дополнительный",Предложение услуги,"18,""В услугу по оформлению субсидии на оплату ЖКУ добавить цель обращения - """"Информирование об изменениях в персональных данных"""". При этом сделать возможным укороченный алгоритм заполнения (без обязательного внесения данных о доходах и т.п., если субсидия уже назначена и выплачивается). Например, у гражданина, уже получающего субсидию, поменялся паспорт или счет в банке. Как предоставить эти сведения через портал (без посещения МФЦ). В настоящее время, такой возможности нет, поскольку этапы оформления субсидии или внесение изменений предполагают заполнение всех полей, в том числе и о доходах, с приложением копий справок о доходах и т. п.""",8
"Москва, пос",Предложение услуги,"18,""В услугу по оформлению субсидии на оплату ЖКУ добавить цель обращения - """"Информирование об изменениях в персональных данных"""". При этом сделать возможным укороченный алгоритм заполнения (без обязательного внесения данных о доходах и т.п., если субсидия уже назначена и выплачивается). Например, у гражданина, уже получающего субсидию, поменялся паспорт или счет в банке. Как предоставить эти сведения через портал (без посещения МФЦ). В настоящее время, такой возможности нет, поскольку этапы оформления субсидии или внесение изменений предполагают заполнение всех полей, в том числе и о доходах, с приложением копий справок о доходах и т. п.""",8
2) отказ(не оказана) 3) не положена (не оказана),Предложение услуги,"18,""В услугу по оформлению субсидии на оплату ЖКУ добавить цель обращения - """"Информирование об изменениях в персональных данных"""". При этом сделать возможным укороченный алгоритм заполнения (без обязательного внесения данных о доходах и т.п., если субсидия уже назначена и выплачивается). Например, у гражданина, уже получающего субсидию, поменялся паспорт или счет в банке. Как предоставить эти сведения через портал (без посещения МФЦ). В настоящее время, такой возможности нет, поскольку этапы оформления субсидии или внесение изменений предполагают заполнение всех полей, в том числе и о доходах, с приложением копий справок о доходах и т. п.""",8
"""",Предложение услуги,"18,""В услугу по оформлению субсидии на оплату ЖКУ добавить цель обращения - """"Информирование об изменениях в персональных данных"""". При этом сделать возможным укороченный алгоритм заполнения (без обязательного внесения данных о доходах и т.п., если субсидия уже назначена и выплачивается). Например, у гражданина, уже получающего субсидию, поменялся паспорт или счет в банке. Как предоставить эти сведения через портал (без посещения МФЦ). В настоящее время, такой возможности нет, поскольку этапы оформления субсидии или внесение изменений предполагают заполнение всех полей, в том числе и о доходах, с приложением копий справок о доходах и т. п.""",8
"мне уже недоступны, что, конечно, правильно",Предложение услуги,"18,""В услугу по оформлению субсидии на оплату ЖКУ добавить цель обращения - """"Информирование об изменениях в персональных данных"""". При этом сделать возможным укороченный алгоритм заполнения (без обязательного внесения данных о доходах и т.п., если субсидия уже назначена и выплачивается). Например, у гражданина, уже получающего субсидию, поменялся паспорт или счет в банке. Как предоставить эти сведения через портал (без посещения МФЦ). В настоящее время, такой возможности нет, поскольку этапы оформления субсидии или внесение изменений предполагают заполнение всех полей, в том числе и о доходах, с приложением копий справок о доходах и т. п.""",8
"""",Предложение услуги,"18,""В услугу по оформлению субсидии на оплату ЖКУ добавить цель обращения - """"Информирование об изменениях в персональных данных"""". При этом сделать возможным укороченный алгоритм заполнения (без обязательного внесения данных о доходах и т.п., если субсидия уже назначена и выплачивается). Например, у гражданина, уже получающего субсидию, поменялся паспорт или счет в банке. Как предоставить эти сведения через портал (без посещения МФЦ). В настоящее время, такой возможности нет, поскольку этапы оформления субсидии или внесение изменений предполагают заполнение всех полей, в том числе и о доходах, с приложением копий справок о доходах и т. п.""",8
анализов в электронном виде,Предложение услуги,"18,""В услугу по оформлению субсидии на оплату ЖКУ добавить цель обращения - """"Информирование об изменениях в персональных данных"""". При этом сделать возможным укороченный алгоритм заполнения (без обязательного внесения данных о доходах и т.п., если субсидия уже назначена и выплачивается). Например, у гражданина, уже получающего субсидию, поменялся паспорт или счет в банке. Как предоставить эти сведения через портал (без посещения МФЦ). В настоящее время, такой возможности нет, поскольку этапы оформления субсидии или внесение изменений предполагают заполнение всех полей, в том числе и о доходах, с приложением копий справок о доходах и т. п.""",8
"При этом в комментарии инспектором было указано, что дозагрузка перевода должна производится в специальный раздел анкеты",Предложение услуги,"18,""В услугу по оформлению субсидии на оплату ЖКУ добавить цель обращения - """"Информирование об изменениях в персональных данных"""". При этом сделать возможным укороченный алгоритм заполнения (без обязательного внесения данных о доходах и т.п., если субсидия уже назначена и выплачивается). Например, у гражданина, уже получающего субсидию, поменялся паспорт или счет в банке. Как предоставить эти сведения через портал (без посещения МФЦ). В настоящее время, такой возможности нет, поскольку этапы оформления субсидии или внесение изменений предполагают заполнение всех полей, в том числе и о доходах, с приложением копий справок о доходах и т. п.""",8
Предлагаю также рассмотреть возможность произвести соцопрос по отношению населения к поправкам в конституцию с возможностью предложить гражданам своё видение поправок или причину несогласия,Предложение услуги,"18,""В услугу по оформлению субсидии на оплату ЖКУ добавить цель обращения - """"Информирование об изменениях в персональных данных"""". При этом сделать возможным укороченный алгоритм заполнения (без обязательного внесения данных о доходах и т.п., если субсидия уже назначена и выплачивается). Например, у гражданина, уже получающего субсидию, поменялся паспорт или счет в банке. Как предоставить эти сведения через портал (без посещения МФЦ). В настоящее время, такой возможности нет, поскольку этапы оформления субсидии или внесение изменений предполагают заполнение всех полей, в том числе и о доходах, с приложением копий справок о доходах и т. п.""",8
Как предоставить эти сведения через портал (без посещения МФЦ),Предложение услуги,"18,""В услугу по оформлению субсидии на оплату ЖКУ добавить цель обращения - """"Информирование об изменениях в персональных данных"""". При этом сделать возможным укороченный алгоритм заполнения (без обязательного внесения данных о доходах и т.п., если субсидия уже назначена и выплачивается). Например, у гражданина, уже получающего субсидию, поменялся паспорт или счет в банке. Как предоставить эти сведения через портал (без посещения МФЦ). В настоящее время, такой возможности нет, поскольку этапы оформления субсидии или внесение изменений предполагают заполнение всех полей, в том числе и о доходах, с приложением копий справок о доходах и т. п.""",8
"2020 03:42:49 Регистрационный номер: 0001-9000003-booking-1141300/20 Но когда я туда приехал ко времени записи, меня развернули на входе, сказав, что при обращении в МФЦ не своего района требуется предоставить выписку из домовой книги",Предложение услуги,"18,""В услугу по оформлению субсидии на оплату ЖКУ добавить цель обращения - """"Информирование об изменениях в персональных данных"""". При этом сделать возможным укороченный алгоритм заполнения (без обязательного внесения данных о доходах и т.п., если субсидия уже назначена и выплачивается). Например, у гражданина, уже получающего субсидию, поменялся паспорт или счет в банке. Как предоставить эти сведения через портал (без посещения МФЦ). В настоящее время, такой возможности нет, поскольку этапы оформления субсидии или внесение изменений предполагают заполнение всех полей, в том числе и о доходах, с приложением копий справок о доходах и т. п.""",8
"подготовка, игровые виды на воздухе, прогулки, лыжные прогулки, экскурсии и т",Предложение услуги,"18,""В услугу по оформлению субсидии на оплату ЖКУ добавить цель обращения - """"Информирование об изменениях в персональных данных"""". При этом сделать возможным укороченный алгоритм заполнения (без обязательного внесения данных о доходах и т.п., если субсидия уже назначена и выплачивается). Например, у гражданина, уже получающего субсидию, поменялся паспорт или счет в банке. Как предоставить эти сведения через портал (без посещения МФЦ). В настоящее время, такой возможности нет, поскольку этапы оформления субсидии или внесение изменений предполагают заполнение всех полей, в том числе и о доходах, с приложением копий справок о доходах и т. п.""",8
"Добавьте электронную подпись учреждения выдавшего документ, тогда это будет полноценно оказанная услуга, ведь мне не надо будет ехать в МФЦ моего района (Лефортово) записи в миграционную службу не было, я записался в МФЦ и подавать заявление в МФЦ, чтобы продолжать передавать показания счетчиков",Предложение услуги,"18,""В услугу по оформлению субсидии на оплату ЖКУ добавить цель обращения - """"Информирование об изменениях в персональных данных"""". При этом сделать возможным укороченный алгоритм заполнения (без обязательного внесения данных о доходах и т.п., если субсидия уже назначена и выплачивается). Например, у гражданина, уже получающего субсидию, поменялся паспорт или счет в банке. Как предоставить эти сведения через портал (без посещения МФЦ). В настоящее время, такой возможности нет, поскольку этапы оформления субсидии или внесение изменений предполагают заполнение всех полей, в том числе и о доходах, с приложением копий справок о доходах и т. п.""",8
Идея: чтобы можно было подавать показания даже если их телефон к ним не привязан,Предложение услуги,"18,""В услугу по оформлению субсидии на оплату ЖКУ добавить цель обращения - """"Информирование об изменениях в персональных данных"""". При этом сделать возможным укороченный алгоритм заполнения (без обязательного внесения данных о доходах и т.п., если субсидия уже назначена и выплачивается). Например, у гражданина, уже получающего субсидию, поменялся паспорт или счет в банке. Как предоставить эти сведения через портал (без посещения МФЦ). В настоящее время, такой возможности нет, поскольку этапы оформления субсидии или внесение изменений предполагают заполнение всех полей, в том числе и о доходах, с приложением копий справок о доходах и т. п.""",8
"подготовка, игровые виды на воздухе, прогулки, лыжные прогулки, экскурсии и т",Предложение услуги,"18,""В услугу по оформлению субсидии на оплату ЖКУ добавить цель обращения - """"Информирование об изменениях в персональных данных"""". При этом сделать возможным укороченный алгоритм заполнения (без обязательного внесения данных о доходах и т.п., если субсидия уже назначена и выплачивается). Например, у гражданина, уже получающего субсидию, поменялся паспорт или счет в банке. Как предоставить эти сведения через портал (без посещения МФЦ). В настоящее время, такой возможности нет, поскольку этапы оформления субсидии или внесение изменений предполагают заполнение всех полей, в том числе и о доходах, с приложением копий справок о доходах и т. п.""",8
"""",Предложение услуги,"18,""В услугу по оформлению субсидии на оплату ЖКУ добавить цель обращения - """"Информирование об изменениях в персональных данных"""". При этом сделать возможным укороченный алгоритм заполнения (без обязательного внесения данных о доходах и т.п., если субсидия уже назначена и выплачивается). Например, у гражданина, уже получающего субсидию, поменялся паспорт или счет в банке. Как предоставить эти сведения через портал (без посещения МФЦ). В настоящее время, такой возможности нет, поскольку этапы оформления субсидии или внесение изменений предполагают заполнение всех полей, в том числе и о доходах, с приложением копий справок о доходах и т. п.""",8
"Таким образом, поведение инспектора - запрет доступа загрузки документа в отведенную секцию является специально подстроенной причиной отклонения заявки",Предложение услуги,"18,""В услугу по оформлению субсидии на оплату ЖКУ добавить цель обращения - """"Информирование об изменениях в персональных данных"""". При этом сделать возможным укороченный алгоритм заполнения (без обязательного внесения данных о доходах и т.п., если субсидия уже назначена и выплачивается). Например, у гражданина, уже получающего субсидию, поменялся паспорт или счет в банке. Как предоставить эти сведения через портал (без посещения МФЦ). В настоящее время, такой возможности нет, поскольку этапы оформления субсидии или внесение изменений предполагают заполнение всех полей, в том числе и о доходах, с приложением копий справок о доходах и т. п.""",8
"Пока был карантин, она жила по прописке: г",Предложение услуги,"18,""В услугу по оформлению субсидии на оплату ЖКУ добавить цель обращения - """"Информирование об изменениях в персональных данных"""". При этом сделать возможным укороченный алгоритм заполнения (без обязательного внесения данных о доходах и т.п., если субсидия уже назначена и выплачивается). Например, у гражданина, уже получающего субсидию, поменялся паспорт или счет в банке. Как предоставить эти сведения через портал (без посещения МФЦ). В настоящее время, такой возможности нет, поскольку этапы оформления субсидии или внесение изменений предполагают заполнение всех полей, в том числе и о доходах, с приложением копий справок о доходах и т. п.""",8
"Так вот, НИ ОДНА ИЗ ТЕХ УСЛУГ, КОТОРЫЕ МНЕ НУЖНЫ, НЕ ВХОДИТ В ВАШ СПИСОК УСЛУГ, а внести в раздел """"список услуг"""" наименование нужной гражданину услуги самостоятельно",Предложение услуги,"18,""В услугу по оформлению субсидии на оплату ЖКУ добавить цель обращения - """"Информирование об изменениях в персональных данных"""". При этом сделать возможным укороченный алгоритм заполнения (без обязательного внесения данных о доходах и т.п., если субсидия уже назначена и выплачивается). Например, у гражданина, уже получающего субсидию, поменялся паспорт или счет в банке. Как предоставить эти сведения через портал (без посещения МФЦ). В настоящее время, такой возможности нет, поскольку этапы оформления субсидии или внесение изменений предполагают заполнение всех полей, в том числе и о доходах, с приложением копий справок о доходах и т. п.""",8
"Так идея в том, что ее телефон пришлось регистрировать на мое предположение",Предложение услуги,"18,""В услугу по оформлению субсидии на оплату ЖКУ добавить цель обращения - """"Информирование об изменениях в персональных данных"""". При этом сделать возможным укороченный алгоритм заполнения (без обязательного внесения данных о доходах и т.п., если субсидия уже назначена и выплачивается). Например, у гражданина, уже получающего субсидию, поменялся паспорт или счет в банке. Как предоставить эти сведения через портал (без посещения МФЦ). В настоящее время, такой возможности нет, поскольку этапы оформления субсидии или внесение изменений предполагают заполнение всех полей, в том числе и о доходах, с приложением копий справок о доходах и т. п.""",8
Сделайте уже во всех запросах подобное окно чтоб не ограничивать людей,Предложение услуги,"18,""В услугу по оформлению субсидии на оплату ЖКУ добавить цель обращения - """"Информирование об изменениях в персональных данных"""". При этом сделать возможным укороченный алгоритм заполнения (без обязательного внесения данных о доходах и т.п., если субсидия уже назначена и выплачивается). Например, у гражданина, уже получающего субсидию, поменялся паспорт или счет в банке. Как предоставить эти сведения через портал (без посещения МФЦ). В настоящее время, такой возможности нет, поскольку этапы оформления субсидии или внесение изменений предполагают заполнение всех полей, в том числе и о доходах, с приложением копий справок о доходах и т. п.""",8
1),Предложение услуги,"18,""В услугу по оформлению субсидии на оплату ЖКУ добавить цель обращения - """"Информирование об изменениях в персональных данных"""". При этом сделать возможным укороченный алгоритм заполнения (без обязательного внесения данных о доходах и т.п., если субсидия уже назначена и выплачивается). Например, у гражданина, уже получающего субсидию, поменялся паспорт или счет в банке. Как предоставить эти сведения через портал (без посещения МФЦ). В настоящее время, такой возможности нет, поскольку этапы оформления субсидии или внесение изменений предполагают заполнение всех полей, в том числе и о доходах, с приложением копий справок о доходах и т. п.""",8
1) где я могу ознакомится с поправками,Предложение услуги,"18,""В услугу по оформлению субсидии на оплату ЖКУ добавить цель обращения - """"Информирование об изменениях в персональных данных"""". При этом сделать возможным укороченный алгоритм заполнения (без обязательного внесения данных о доходах и т.п., если субсидия уже назначена и выплачивается). Например, у гражданина, уже получающего субсидию, поменялся паспорт или счет в банке. Как предоставить эти сведения через портал (без посещения МФЦ). В настоящее время, такой возможности нет, поскольку этапы оформления субсидии или внесение изменений предполагают заполнение всех полей, в том числе и о доходах, с приложением копий справок о доходах и т. п.""",8
Создать на портале гос услуг,Предложение услуги,"18,""В услугу по оформлению субсидии на оплату ЖКУ добавить цель обращения - """"Информирование об изменениях в персональных данных"""". При этом сделать возможным укороченный алгоритм заполнения (без обязательного внесения данных о доходах и т.п., если субсидия уже назначена и выплачивается). Например, у гражданина, уже получающего субсидию, поменялся паспорт или счет в банке. Как предоставить эти сведения через портал (без посещения МФЦ). В настоящее время, такой возможности нет, поскольку этапы оформления субсидии или внесение изменений предполагают заполнение всех полей, в том числе и о доходах, с приложением копий справок о доходах и т. п.""",8
"Важнейший вопрос страны,а голосование фикция",Предложение услуги,"18,""В услугу по оформлению субсидии на оплату ЖКУ добавить цель обращения - """"Информирование об изменениях в персональных данных"""". При этом сделать возможным укороченный алгоритм заполнения (без обязательного внесения данных о доходах и т.п., если субсидия уже назначена и выплачивается). Например, у гражданина, уже получающего субсидию, поменялся паспорт или счет в банке. Как предоставить эти сведения через портал (без посещения МФЦ). В настоящее время, такой возможности нет, поскольку этапы оформления субсидии или внесение изменений предполагают заполнение всех полей, в том числе и о доходах, с приложением копий справок о доходах и т. п.""",8
"Но когда я туда приехал ко времени записи, меня развернули на входе, сказав, что при обращении в МФЦ не своего района требуется предоставить выписку из домовой книги",Предложение услуги,"18,""В услугу по оформлению субсидии на оплату ЖКУ добавить цель обращения - """"Информирование об изменениях в персональных данных"""". При этом сделать возможным укороченный алгоритм заполнения (без обязательного внесения данных о доходах и т.п., если субсидия уже назначена и выплачивается). Например, у гражданина, уже получающего субсидию, поменялся паспорт или счет в банке. Как предоставить эти сведения через портал (без посещения МФЦ). В настоящее время, такой возможности нет, поскольку этапы оформления субсидии или внесение изменений предполагают заполнение всех полей, в том числе и о доходах, с приложением копий справок о доходах и т. п.""",8
"58,""Хотелось бы в условиях пандемии получать консультацию врача удаленно",Предложение услуги,"18,""В услугу по оформлению субсидии на оплату ЖКУ добавить цель обращения - """"Информирование об изменениях в персональных данных"""". При этом сделать возможным укороченный алгоритм заполнения (без обязательного внесения данных о доходах и т.п., если субсидия уже назначена и выплачивается). Например, у гражданина, уже получающего субсидию, поменялся паспорт или счет в банке. Как предоставить эти сведения через портал (без посещения МФЦ). В настоящее время, такой возможности нет, поскольку этапы оформления субсидии или внесение изменений предполагают заполнение всех полей, в том числе и о доходах, с приложением копий справок о доходах и т. п.""",8
"Сделал, что хотел",Предложение услуги,"18,""В услугу по оформлению субсидии на оплату ЖКУ добавить цель обращения - """"Информирование об изменениях в персональных данных"""". При этом сделать возможным укороченный алгоритм заполнения (без обязательного внесения данных о доходах и т.п., если субсидия уже назначена и выплачивается). Например, у гражданина, уже получающего субсидию, поменялся паспорт или счет в банке. Как предоставить эти сведения через портал (без посещения МФЦ). В настоящее время, такой возможности нет, поскольку этапы оформления субсидии или внесение изменений предполагают заполнение всех полей, в том числе и о доходах, с приложением копий справок о доходах и т. п.""",8
"7,""Господа",Предложение услуги,"18,""В услугу по оформлению субсидии на оплату ЖКУ добавить цель обращения - """"Информирование об изменениях в персональных данных"""". При этом сделать возможным укороченный алгоритм заполнения (без обязательного внесения данных о доходах и т.п., если субсидия уже назначена и выплачивается). Например, у гражданина, уже получающего субсидию, поменялся паспорт или счет в банке. Как предоставить эти сведения через портал (без посещения МФЦ). В настоящее время, такой возможности нет, поскольку этапы оформления субсидии или внесение изменений предполагают заполнение всех полей, в том числе и о доходах, с приложением копий справок о доходах и т. п.""",8
P,Предложение услуги,"18,""В услугу по оформлению субсидии на оплату ЖКУ добавить цель обращения - """"Информирование об изменениях в персональных данных"""". При этом сделать возможным укороченный алгоритм заполнения (без обязательного внесения данных о доходах и т.п., если субсидия уже назначена и выплачивается). Например, у гражданина, уже получающего субсидию, поменялся паспорт или счет в банке. Как предоставить эти сведения через портал (без посещения МФЦ). В настоящее время, такой возможности нет, поскольку этапы оформления субсидии или внесение изменений предполагают заполнение всех полей, в том числе и о доходах, с приложением копий справок о доходах и т. п.""",8
короткий график работы в месяц,Предложение услуги,"18,""В услугу по оформлению субсидии на оплату ЖКУ добавить цель обращения - """"Информирование об изменениях в персональных данных"""". При этом сделать возможным укороченный алгоритм заполнения (без обязательного внесения данных о доходах и т.п., если субсидия уже назначена и выплачивается). Например, у гражданина, уже получающего субсидию, поменялся паспорт или счет в банке. Как предоставить эти сведения через портал (без посещения МФЦ). В настоящее время, такой возможности нет, поскольку этапы оформления субсидии или внесение изменений предполагают заполнение всех полей, в том числе и о доходах, с приложением копий справок о доходах и т. п.""",8
"""",Предложение услуги,"18,""В услугу по оформлению субсидии на оплату ЖКУ добавить цель обращения - """"Информирование об изменениях в персональных данных"""". При этом сделать возможным укороченный алгоритм заполнения (без обязательного внесения данных о доходах и т.п., если субсидия уже назначена и выплачивается). Например, у гражданина, уже получающего субсидию, поменялся паспорт или счет в банке. Как предоставить эти сведения через портал (без посещения МФЦ). В настоящее время, такой возможности нет, поскольку этапы оформления субсидии или внесение изменений предполагают заполнение всех полей, в том числе и о доходах, с приложением копий справок о доходах и т. п.""",8
С решения народа,Предложение услуги,"18,""В услугу по оформлению субсидии на оплату ЖКУ добавить цель обращения - """"Информирование об изменениях в персональных данных"""". При этом сделать возможным укороченный алгоритм заполнения (без обязательного внесения данных о доходах и т.п., если субсидия уже назначена и выплачивается). Например, у гражданина, уже получающего субсидию, поменялся паспорт или счет в банке. Как предоставить эти сведения через портал (без посещения МФЦ). В настоящее время, такой возможности нет, поскольку этапы оформления субсидии или внесение изменений предполагают заполнение всех полей, в том числе и о доходах, с приложением копий справок о доходах и т. п.""",8
